date,first,second,third,fourth,fiveth,sum
191117411,4,1,2,2,7,16
191117412,8,5,6,3,9,31
191117413,8,0,1,1,7,17
191117414,6,5,6,7,8,32
191117415,3,9,0,7,3,22
191117416,4,6,9,6,9,34
191117417,4,9,9,9,0,31
191117418,4,1,7,4,7,23
191117419,4,4,1,6,4,19
191117420,3,9,7,8,0,27
191117421,8,6,6,0,9,29
191117422,5,1,9,3,9,27
191117423,2,3,1,8,5,19
191117424,2,9,4,2,5,22
191117425,0,9,5,1,5,20
191117426,0,2,2,0,4,8
191117427,1,5,7,6,7,26
191117428,1,3,0,3,4,11
191117429,7,1,2,4,5,19
191117430,5,6,1,8,6,26
191117431,4,3,8,8,7,30
191117432,4,1,2,8,6,21
191117433,3,4,7,6,4,24
191117434,1,6,8,9,8,32
191117435,1,0,2,6,6,15
191117436,5,1,4,1,5,16
191117437,9,3,1,3,0,16
191117438,1,7,8,7,4,27
191117439,1,9,7,0,5,22
191117440,8,5,0,0,3,16
191117441,8,5,5,9,1,28
191117442,3,1,7,9,1,21
191117443,5,0,3,5,5,18
191117444,9,6,9,5,2,31
191117445,5,3,5,4,6,23
191117446,1,7,7,1,0,16
191117447,7,1,1,7,8,24
191117448,8,1,5,8,2,24
191117449,5,6,2,8,7,28
191117450,9,6,1,8,8,32
191117451,1,8,8,5,4,26
191117452,0,3,0,7,2,12
191117453,0,8,3,6,5,22
191117454,0,3,4,2,2,11
191117455,3,2,4,8,3,20
191117456,5,8,2,3,1,19
191117457,0,8,9,9,9,35
191117458,2,1,0,9,2,14
191117459,3,4,0,4,4,15
191117460,7,0,6,6,9,28
191117461,5,4,5,4,3,21
191117462,5,3,1,6,0,15
191117463,6,9,2,5,2,24
191117464,5,2,9,7,9,32
191117465,2,8,1,0,6,17
191117466,9,7,0,5,8,29
191117467,8,0,9,9,9,35
191117468,3,8,8,1,1,21
191117469,7,6,9,1,4,27
191117470,6,2,3,0,4,15
191117471,1,9,0,1,4,15
191117472,3,7,3,8,5,26
191117473,8,6,8,4,8,34
191117474,0,5,0,0,7,12
191117475,3,2,5,6,3,19
191117476,6,0,0,3,4,13
191117477,5,6,5,6,2,24
191117478,4,8,2,8,5,27
191117479,2,8,1,6,8,25
191117480,6,5,3,2,7,23
191117481,1,7,2,5,4,19
191117482,3,8,1,1,4,17
191117483,9,5,5,7,4,30
191117484,5,8,5,7,8,33
191117485,8,7,8,0,2,25
191117486,3,5,6,3,0,17
191117487,2,5,2,8,5,22
191117488,6,9,6,4,4,29
191117489,7,8,8,9,0,32
191117490,7,1,6,7,6,27
191117491,3,5,5,4,6,23
191117492,2,2,9,4,6,23
191117493,8,6,5,5,4,28
191117494,3,7,3,6,2,21
191117495,4,9,4,4,1,22
191117496,4,5,0,7,8,24
191117497,6,1,1,4,8,20
191117498,0,2,8,5,7,22
191117499,8,8,8,9,4,37
191117500,9,2,2,1,3,17
191117501,8,8,1,7,5,29
191117502,0,6,2,1,9,18
191117503,1,9,3,6,3,22
191117504,9,2,8,3,7,29
191117505,3,2,1,4,1,11
191117506,5,4,6,1,5,21
191117507,5,8,7,0,5,25
191117508,6,1,5,1,2,15
191117509,2,5,7,5,6,25
191117510,0,3,4,5,5,17
191117511,3,6,2,4,8,23
191117512,9,8,5,6,5,33
191117513,1,5,0,3,8,17
191117514,3,4,9,4,0,20
191117515,3,9,2,5,7,26
191117516,4,8,4,6,3,25
191117517,6,8,7,3,8,32
191117518,9,0,8,6,7,30
191117519,0,5,5,6,5,21
191117520,5,2,8,8,4,27
191117521,4,7,3,3,3,20
191117522,3,1,1,9,6,20
191117523,0,7,6,2,0,15
191117524,7,0,4,3,4,18
191117525,6,3,6,2,4,21
191117526,2,1,1,1,0,5
191117527,0,6,3,7,1,17
191117528,2,4,6,4,3,19
191117529,7,3,2,2,1,15
191117530,3,3,4,7,2,19
191117531,5,2,9,0,5,21
191117532,6,7,1,8,3,25
191117533,6,4,1,5,0,16
191117534,8,5,9,6,5,33
191117535,8,3,1,9,5,26
191117536,8,0,4,9,6,27
191117537,7,3,9,3,2,24
191117538,4,1,9,3,0,17
191117539,0,4,0,3,1,8
191117540,2,2,7,1,7,19
191117541,0,4,9,4,3,20
191117542,7,5,6,2,6,26
191117543,4,9,0,4,1,18
191117544,4,7,6,7,5,29
191117545,7,7,0,0,2,16
191117546,1,2,7,3,6,19
191117547,3,9,3,5,8,28
191117548,6,7,2,1,0,16
191117549,5,5,7,4,9,30
191117550,4,5,5,2,1,17
191117551,0,1,4,9,3,17
191117552,1,2,0,2,6,11
191117553,2,8,4,4,1,19
191117554,1,5,4,3,4,17
191117555,6,3,9,9,2,29
191117556,8,4,1,2,5,20
191117557,7,0,7,8,4,26
191117558,5,1,9,6,8,29
191117559,7,8,5,8,1,29
191117560,0,0,7,0,2,9
191117561,0,0,6,3,6,15
191117562,0,5,6,1,2,14
191117563,6,9,0,6,0,21
191117564,5,5,8,2,6,26
191117565,6,7,7,8,1,29
191117566,1,5,8,4,8,26
191117567,1,7,3,1,6,18
191117568,8,4,8,5,3,28
191117569,3,3,9,5,3,23
191117570,9,7,9,9,2,36
191117571,6,2,1,6,3,18
191117572,7,5,7,0,3,22
191117573,2,7,7,9,8,33
191117574,0,5,8,1,1,15
191117575,3,2,0,6,3,14
191117576,1,2,6,1,7,17
191117577,3,5,6,7,2,23
191117578,9,8,1,4,8,30
191117579,4,0,2,1,1,8
191117580,1,7,3,2,3,16
191117581,8,8,2,5,8,31
191117582,7,3,4,3,3,20
191117583,9,6,0,7,3,25
191117584,6,3,7,1,0,17
191117585,8,0,2,6,2,18
191117586,3,8,8,7,1,27
191117587,3,6,2,2,4,17
191117588,0,0,4,1,0,5
191117589,7,4,4,8,8,31
191117590,9,4,9,1,4,27
191117591,2,2,6,5,2,17
191117592,8,1,0,2,4,15
191117593,7,1,0,8,2,18
191117594,5,8,4,3,8,28
191117595,2,6,6,2,9,25
191117596,8,3,7,1,8,27
191117597,9,7,3,8,0,27
191117598,7,3,0,8,0,18
191117599,3,0,5,2,5,15
191117600,1,7,3,8,2,21
191117601,8,1,0,9,1,19
191117602,1,3,8,5,9,26
191117603,6,7,8,1,3,25
191117604,6,6,6,6,8,32
191117605,1,9,3,4,8,25
191117606,1,0,5,7,8,21
191117607,9,8,5,2,3,27
191117608,9,3,8,6,9,35
191117609,7,9,7,7,5,35
191117610,0,4,8,1,0,13
191117611,2,3,4,0,1,10
191117612,7,2,8,7,1,25
191117613,3,4,5,8,0,20
191117614,8,4,2,6,5,25
191117615,9,0,0,9,3,21
191117616,6,7,9,5,5,32
191117617,1,5,4,8,5,23
191117618,1,5,2,5,3,16
191117619,3,2,5,9,9,28
191117620,6,0,7,2,3,18
191117621,9,6,0,1,9,25
191117622,6,4,7,7,3,27
191117623,7,1,1,2,0,11
191117624,4,6,3,2,7,22
191117625,4,5,0,1,8,18
191117626,7,4,8,1,9,29
191117627,5,0,6,0,0,11
191117628,5,9,1,5,9,29
191117629,2,6,1,3,3,15
191117630,4,9,3,2,2,20
191117631,3,3,2,2,8,18
191117632,3,6,2,0,3,14
191117633,6,3,8,5,5,27
191117634,7,2,7,6,3,25
191117635,2,4,8,6,4,24
191117636,4,9,8,0,2,23
191117637,0,6,4,0,7,17
191117638,1,9,6,7,5,28
191117639,1,6,3,3,0,13
191117640,9,9,7,1,8,34
191117641,4,4,9,9,4,30
191117642,1,3,4,8,8,24
191117643,5,3,3,8,9,28
191117644,5,3,8,6,4,26
191117645,6,7,3,3,6,25
191117646,3,2,3,8,4,20
191117647,6,4,0,7,4,21
191117648,1,8,8,2,7,26
191117649,2,8,6,9,6,31
191117650,3,5,6,4,4,22
191117651,7,7,6,4,6,30
191117652,0,0,9,7,8,24
191117653,2,7,2,7,7,25
191117654,3,4,4,0,7,18
191117655,4,6,0,4,7,21
191117656,4,1,3,6,7,21
191117657,5,6,3,8,6,28
191117658,2,5,9,5,8,29
191117659,9,5,6,5,9,34
191117660,3,0,4,7,0,14
191117661,3,7,1,3,3,17
191117662,8,7,7,7,4,33
191117663,2,6,5,2,3,18
191117664,2,3,1,4,1,11
191117665,0,9,2,1,8,20
191117666,1,9,4,3,3,20
191117667,6,0,7,2,6,21
191117668,5,8,6,5,1,25
191117669,1,3,7,6,8,25
191117670,8,7,7,3,5,30
191117671,2,5,7,5,7,26
191117672,9,5,4,6,4,28
191117673,5,8,6,1,8,28
191117674,9,6,1,6,4,26
191117675,9,6,3,6,5,29
191117676,8,8,2,2,7,27
191117677,3,4,7,2,6,22
191117678,2,8,2,8,1,21
191117679,6,3,4,2,1,16
191117680,6,3,4,6,8,27
191117681,0,0,9,0,0,9
191117682,4,6,3,0,5,18
191117683,6,7,7,2,6,28
191117684,2,5,4,1,4,16
191117685,0,7,7,9,9,32
191117686,3,2,8,8,6,27
191117687,9,0,4,6,7,26
191117688,2,6,4,3,9,24
191117689,5,8,0,9,8,30
191117690,7,5,5,0,0,17
191117691,7,5,0,4,5,21
191117692,9,7,2,1,2,21
191117693,0,9,5,0,6,20
191117694,1,4,6,3,1,15
191117695,0,8,9,7,1,25
191117696,6,5,9,8,8,36
191117697,9,5,2,8,2,26
191117698,0,9,4,1,3,17
191117699,1,9,4,2,7,23
191117700,1,7,9,5,3,25
191117701,8,9,9,9,8,43
191117702,8,8,6,0,6,28
191117703,3,8,6,5,3,25
191117704,0,6,3,7,5,21
191117705,9,8,9,1,8,35
191117706,9,6,9,4,3,31
191117707,3,8,2,0,9,22
191117708,6,3,1,7,5,22
191117709,5,1,5,1,3,15
191117710,8,7,4,4,2,25
191117711,1,3,6,4,6,20
191117712,0,3,1,1,7,12
191117713,7,4,0,4,4,19
191117714,0,0,8,3,3,14
191117715,7,3,4,3,6,23
191117716,9,6,5,1,1,22
191117717,7,1,3,7,4,22
191117718,7,3,4,3,0,17
191117719,0,1,7,4,7,19
191117720,3,4,6,3,7,23
191117721,5,1,1,0,7,14
191117722,8,5,7,1,1,22
191117723,2,4,7,1,1,15
191117724,3,8,8,4,9,32
191117725,6,8,4,2,2,22
191117726,7,2,0,4,5,18
191117727,2,8,0,3,6,19
191117728,0,1,3,5,6,15
191117729,1,8,8,6,7,30
191117730,7,2,8,9,2,28
191117731,6,5,5,0,6,22
191117732,1,8,5,5,3,22
191117733,7,8,2,7,1,25
191117734,2,6,0,6,5,19
191117735,5,3,7,9,1,25
191117736,2,8,7,4,3,24
191117737,1,1,5,6,7,20
191117738,9,2,0,9,0,20
191117739,1,1,8,8,8,26
191117740,3,1,1,3,0,8
191117741,0,3,1,7,3,14
191117742,4,0,1,2,2,9
191117743,2,7,2,1,4,16
191117744,4,3,7,4,1,19
191117745,9,3,9,5,6,32
191117746,4,4,4,4,5,21
191117747,4,1,5,1,9,20
191117748,9,4,3,7,4,27
191117749,7,2,4,0,4,17
191117750,6,8,2,7,5,28
191117751,9,1,5,8,8,31
191117752,9,5,0,3,1,18
191117753,0,9,2,0,3,14
191117754,9,9,8,1,2,29
191117755,1,7,2,9,0,19
191117756,5,0,9,7,2,23
191117757,9,7,9,7,8,40
191117758,4,8,9,0,7,28
191117759,1,0,1,4,5,11
191117760,6,8,1,0,7,22
191117761,4,7,3,4,1,19
191117762,1,2,2,4,7,16
191117763,8,1,6,5,2,22
191117764,8,7,6,7,0,28
191117765,5,1,3,3,4,16
191117766,5,2,2,6,4,19
191117767,1,1,2,7,6,17
191117768,1,9,2,8,1,21
191117769,1,8,1,8,4,22
191117770,0,0,5,1,1,7
191117771,9,3,4,4,5,25
191117772,1,6,2,4,1,14
191117773,8,4,0,5,4,21
191117774,6,9,5,3,9,32
191117775,8,3,2,0,5,18
191117776,2,0,3,6,4,15
191117777,8,9,7,0,5,29
191117778,1,7,6,8,1,23
191117779,5,9,7,6,2,29
191117780,1,2,7,0,6,16
191117781,8,7,2,2,0,19
191117782,7,7,8,7,6,35
191117783,2,8,2,2,6,20
191117784,0,4,9,7,2,22
191117785,7,5,7,0,5,24
191117786,6,0,0,6,8,20
191117787,2,0,8,2,4,16
191117788,4,5,6,2,1,18
191117789,9,5,3,8,5,30
191117790,4,1,2,6,5,18
191117791,2,6,7,1,5,21
191117792,1,7,5,3,2,18
191117793,4,9,9,3,5,30
191117794,7,0,0,0,8,15
191117795,2,6,8,2,7,25
191117796,3,7,6,3,6,25
191117797,0,0,6,5,0,11
191117798,7,2,9,2,2,22
191117799,0,9,0,0,7,16
191117800,6,5,1,4,2,18
191117801,1,2,3,8,5,19
191117802,5,2,3,4,1,15
191117803,7,3,1,3,3,17
191117804,5,3,4,2,2,16
191117805,9,1,5,6,0,21
191117806,9,7,1,9,4,30
191117807,7,6,8,4,6,31
191117808,1,3,2,9,0,15
191117809,1,6,0,0,1,8
191117810,5,3,8,0,4,20
191117811,8,2,3,7,6,26
191117812,8,9,0,1,9,27
191117813,9,3,5,8,6,31
191117814,1,0,3,9,4,17
191117815,1,3,0,2,3,9
191117816,8,7,9,8,5,37
191117817,5,8,4,2,0,19
191117818,7,0,6,2,6,21
191117819,5,3,9,9,7,33
191117820,4,1,8,7,4,24
191117821,5,2,7,2,1,17
191117822,6,2,2,2,6,18
191117823,3,9,7,9,4,32
191117824,1,0,9,6,2,18
191117825,2,2,3,9,3,19
191117826,9,7,7,0,5,28
191117827,8,2,8,9,9,36
191117828,9,3,6,0,6,24
191117829,2,6,1,1,9,19
191117830,2,7,1,4,6,20
191117831,6,3,5,9,3,26
191117832,6,3,5,0,2,16
191117833,1,5,1,1,7,15
191117834,6,0,3,7,6,22
191117835,2,9,8,9,4,32
191117836,3,3,7,2,4,19
191117837,2,5,9,1,2,19
191117838,9,4,8,3,4,28
191117839,6,7,8,6,2,29
191117840,7,0,2,1,7,17
191117841,1,4,9,6,4,24
191117842,0,1,5,5,8,19
191117843,3,0,4,9,3,19
191117844,5,3,3,3,2,16
191117845,8,4,2,3,4,21
191117846,5,3,6,8,4,26
191117847,2,1,9,8,9,29
191117848,0,8,3,3,2,16
191117849,9,9,2,4,6,30
191117850,9,8,3,3,0,23
191117851,9,6,2,1,2,20
191117852,3,3,7,9,8,30
191117853,4,8,3,8,4,27
191117854,0,0,0,8,6,14
191117855,2,7,1,2,8,20
191117856,6,7,5,2,9,29
191117857,7,5,3,7,2,24
191117858,6,1,2,8,6,23
191117859,9,3,6,3,4,25
191117860,1,5,0,1,4,11
191117861,7,8,3,2,8,28
191117862,6,3,8,4,4,25
191117863,5,8,3,1,1,18
191117864,8,6,8,2,2,26
191117865,6,1,8,5,7,27
191117866,0,0,0,9,1,10
191117867,5,3,1,5,4,18
191117868,5,7,2,9,1,24
191117869,6,4,3,8,2,23
191117870,2,8,6,5,7,28
191117871,8,2,1,1,9,21
191117872,8,2,9,4,5,28
191117873,4,0,5,6,0,15
191117874,2,3,8,0,1,14
191117875,0,3,8,3,8,22
191117876,9,0,4,8,4,25
191117877,2,8,3,6,6,25
191117878,3,0,7,1,4,15
191117879,6,4,0,1,8,19
191117880,1,7,5,6,9,28
191117881,1,6,1,3,6,17
191117882,6,6,2,1,7,22
191117883,7,2,5,6,8,28
191117884,4,5,7,7,2,25
191117885,7,1,2,0,9,19
191117886,6,3,4,1,2,16
191117887,7,5,2,0,0,14
191117888,6,3,8,7,9,33
191117889,2,0,6,9,5,22
191117890,0,5,1,0,5,11
191117891,1,2,7,0,7,17
191117892,1,5,5,8,9,28
191117893,5,2,8,6,6,27
191117894,0,8,8,0,0,16
191117895,0,7,0,6,7,20
191117896,1,1,9,4,4,19
191117897,4,8,6,3,1,22
191117898,5,8,0,0,6,19
191117899,2,1,0,2,5,10
191117900,4,2,5,7,3,21
191117901,7,9,2,6,8,32
191117902,1,3,6,3,8,21
191117903,7,0,9,2,9,27
191117904,7,7,0,8,6,28
191117905,7,7,4,2,0,20
191117906,7,4,0,2,8,21
191117907,5,7,5,8,5,30
191117908,9,9,5,6,3,32
191117909,4,1,2,8,9,24
191117910,9,4,8,7,1,29
191117911,6,2,3,6,6,23
191117912,2,1,4,4,2,13
191117913,3,4,4,3,7,21
191117914,7,3,1,8,8,27
191117915,9,6,5,0,0,20
191117916,6,7,8,5,3,29
191117917,7,4,5,3,3,22
191117918,5,3,5,8,2,23
191117919,8,8,6,6,5,33
191117920,1,8,7,5,3,24
191117921,6,9,5,2,8,30
191117922,4,4,2,3,6,19
191117923,0,3,4,6,1,14
191117924,0,9,5,7,2,23
191117925,0,4,5,7,5,21
191117926,9,9,7,7,9,41
191117927,5,5,2,0,5,17
191117928,4,7,9,4,0,24
191117929,1,3,3,1,2,10
191117930,1,8,1,9,7,26
191117931,2,3,4,2,8,19
191117932,8,4,4,6,8,30
191117933,9,1,9,8,4,31
191117934,3,6,1,1,7,18
191117935,3,6,6,5,3,23
191117936,8,6,1,6,0,21
191117937,5,9,7,7,7,35
191117938,8,3,8,3,6,28
191117939,6,6,1,1,3,17
191117940,6,5,0,8,0,19
191117941,5,9,3,2,5,24
191117942,3,0,8,4,9,24
191117943,6,0,3,8,4,21
191117944,7,9,6,6,7,35
191117945,2,3,4,7,5,21
191117946,9,0,1,8,3,21
191117947,8,6,4,2,4,24
191117948,6,7,4,1,8,26
191117949,0,3,8,6,1,18
191117950,4,0,6,3,2,15
191117951,4,5,9,9,6,33
191117952,3,8,6,8,8,33
191117953,9,1,9,0,8,27
191117954,1,4,4,4,4,17
191117955,3,6,7,4,1,21
191117956,0,2,9,7,4,22
191117957,7,1,0,1,8,17
191117958,0,1,4,7,6,18
191117959,8,5,5,9,8,35
191117960,7,9,4,1,3,24
191117961,3,6,4,2,1,16
191117962,5,7,8,3,1,24
191117963,5,3,9,3,6,26
191117964,6,8,8,1,4,27
191117965,9,0,3,4,8,24
191117966,6,2,1,3,7,19
191117967,6,3,6,2,0,17
191117968,4,9,2,1,5,21
191117969,1,1,5,4,7,18
191117970,7,7,2,6,3,25
191117971,6,2,4,2,3,17
191117972,1,9,7,0,2,19
191117973,1,8,7,8,0,24
191117974,3,6,2,2,0,13
191117975,5,5,2,6,4,22
191117976,6,5,8,9,1,29
191117977,3,5,8,7,9,32
191117978,3,6,0,8,0,17
191117979,4,5,1,0,3,13
191117980,4,5,2,1,3,15
191117981,9,2,6,8,3,28
191117982,5,5,1,0,2,13
191117983,0,9,6,5,3,23
191117984,1,2,4,5,6,18
191117985,7,3,3,8,0,21
191117986,7,4,2,8,4,25
191117987,3,6,8,7,7,31
191117988,0,1,9,2,3,15
191117989,7,4,4,4,3,22
191117990,3,2,6,1,2,14
191117991,4,3,6,7,1,21
191117992,8,3,0,3,6,20
191117993,7,1,5,4,7,24
191117994,0,5,7,8,1,21
191117995,8,8,1,5,0,22
191117996,7,8,9,5,2,31
191117997,6,9,5,3,6,29
191117998,8,5,7,2,6,28
191117999,3,4,5,5,0,17
1911171000,2,5,1,0,4,12
1911171001,8,9,5,4,6,32
1911171002,8,7,6,1,2,24
1911171003,5,9,2,7,2,25
1911171004,3,3,0,2,3,11
1911171005,8,9,9,4,4,34
1911171006,3,4,9,6,5,27
1911171007,7,7,3,4,9,30
1911171008,6,2,1,4,8,21
1911171009,1,1,7,8,6,23
1911171010,3,3,4,1,6,17
1911171011,1,1,8,0,8,18
1911171012,0,0,6,5,1,12
1911171013,5,5,5,3,2,20
1911171014,8,4,9,3,9,33
1911171015,0,2,4,6,3,15
1911171016,1,1,1,0,0,3
1911171017,6,9,9,1,6,31
1911171018,3,3,8,2,6,22
1911171019,4,8,8,5,2,27
1911171020,5,7,7,8,0,27
1911171021,6,3,3,2,9,23
1911171022,7,4,5,7,5,28
1911171023,2,2,7,4,9,24
1911171024,2,1,2,6,9,20
1911171025,3,3,0,4,9,19
1911171026,0,2,6,2,8,18
1911171027,0,0,3,4,8,15
1911171028,8,3,4,8,9,32
1911171029,5,8,2,8,1,24
1911171030,9,5,9,2,9,34
1911171031,7,3,7,4,4,25
1911171032,7,7,3,0,6,23
1911171033,7,5,9,2,4,27
1911171034,8,5,9,5,8,35
1911171035,9,2,8,2,8,29
1911171036,6,9,0,8,0,23
1911171037,6,0,8,1,9,24
1911171038,4,7,9,5,6,31
1911171039,7,8,6,5,9,35
1911171040,8,4,4,2,8,26
1911171041,3,5,9,0,3,20
1911171042,7,8,4,3,1,23
1911171043,1,9,5,2,8,25
1911171044,7,4,2,9,5,27
1911171045,8,2,7,9,6,32
1911171046,0,6,7,6,8,27
1911171047,6,4,3,7,9,29
1911171048,0,5,0,1,7,13
1911171049,6,9,2,2,2,21
1911171050,8,1,8,9,4,30
1911171051,0,7,7,9,7,30
1911171052,1,4,3,9,0,17
1911171053,2,2,3,4,8,19
1911171054,2,7,0,3,2,14
1911171055,2,2,6,0,5,15
1911171056,0,6,1,7,0,14
1911171057,7,4,6,4,6,27
1911171058,9,9,9,7,6,40
1911171059,4,7,6,2,5,24
1911171060,0,6,5,0,6,17
1911171061,8,6,0,7,1,22
1911171062,5,1,1,5,5,17
1911171063,7,1,9,4,9,30
1911171064,1,7,8,1,4,21
1911171065,0,2,6,2,1,11
1911171066,2,1,9,4,3,19
1911171067,1,1,5,8,9,24
1911171068,7,7,5,3,7,29
1911171069,4,2,2,7,7,22
1911171070,8,4,2,9,9,32
1911171071,9,5,1,0,8,23
1911171072,0,2,8,2,3,15
1911171073,0,9,1,5,7,22
1911171074,0,0,7,3,2,12
1911171075,9,5,3,3,2,22
1911171076,5,9,6,5,9,34
1911171077,4,5,2,6,3,20
1911171078,8,3,3,6,1,21
1911171079,2,1,9,6,6,24
1911171080,4,8,2,7,7,28
1911171081,6,6,9,4,8,33
1911171082,9,8,4,6,0,27
1911171083,5,0,1,4,3,13
1911171084,7,0,1,4,1,13
1911171085,8,3,1,0,2,14
1911171086,7,7,1,5,1,21
1911171087,5,0,0,2,3,10
1911171088,8,4,9,0,8,29
1911171089,3,6,6,2,8,25
1911171090,2,7,1,8,8,26
1911171091,8,8,6,1,8,31
1911171092,6,2,5,3,9,25
1911171093,3,5,0,6,4,18
1911171094,6,3,8,2,9,28
1911171095,7,5,3,0,8,23
1911171096,0,1,2,7,9,19
1911171097,8,0,0,2,0,10
1911171098,6,8,3,7,0,24
1911171099,0,8,6,7,8,29
1911171100,0,4,8,5,4,21
1911171101,9,7,0,5,3,24
1911171102,1,4,7,0,4,16
1911171103,4,0,7,0,9,20
1911171104,7,1,9,7,4,28
1911171105,3,6,5,7,2,23
191118001,4,5,0,8,8,25
191118002,5,6,7,2,9,29
191118003,5,7,1,5,2,20
191118004,7,0,8,3,9,27
191118005,0,2,5,5,2,14
191118006,5,3,1,2,3,14
191118007,7,1,2,4,7,21
191118008,1,5,0,5,0,11
191118009,3,5,7,6,3,24
191118010,9,5,4,1,9,28
191118011,4,1,0,9,9,23
191118012,3,7,7,6,8,31
191118013,5,2,6,4,1,18
191118014,1,7,4,3,5,20
191118015,0,9,4,4,5,22
191118016,7,1,4,0,3,15
191118017,5,8,7,0,9,29
191118018,0,5,8,6,7,26
191118019,0,5,6,3,1,15
191118020,1,1,2,1,8,13
191118021,7,4,1,0,9,21
191118022,8,0,5,5,0,18
191118023,1,2,6,3,6,18
191118024,2,1,5,3,5,16
191118025,8,9,1,8,4,30
191118026,4,0,9,6,5,24
191118027,0,8,2,9,9,28
191118028,6,2,0,3,0,11
191118029,8,0,4,9,0,21
191118030,9,5,2,7,7,30
191118031,2,0,3,5,4,14
191118032,8,0,9,2,2,21
191118033,8,6,0,7,3,24
191118034,2,7,4,0,8,21
191118035,0,1,6,0,8,15
191118036,8,8,9,2,7,34
191118037,1,3,8,5,2,19
191118038,2,8,8,2,3,23
191118039,8,1,3,4,6,22
191118040,5,5,6,6,9,31
191118041,1,2,3,3,4,13
191118042,7,4,8,1,8,28
191118043,5,1,8,1,5,20
191118044,4,2,1,2,7,16
191118045,9,3,4,7,6,29
191118046,7,8,7,0,8,30
191118047,0,8,2,8,2,20
191118048,2,6,9,1,8,26
191118049,3,6,2,6,7,24
191118050,7,8,2,2,9,28
191118051,9,8,9,4,3,33
191118052,1,7,0,2,0,10
191118053,7,5,2,6,3,23
191118054,7,7,7,1,8,30
191118055,0,1,7,7,6,21
191118056,0,5,4,8,0,17
191118057,9,3,0,3,7,22
191118058,7,7,1,4,5,24
191118059,2,2,7,8,2,21
191118060,7,2,0,7,9,25
191118061,4,0,8,5,1,18
191118062,4,1,6,1,2,14
191118063,1,9,2,0,4,16
191118064,0,8,5,1,5,19
191118065,5,7,2,0,6,20
191118066,0,6,9,6,4,25
191118067,2,9,3,8,2,24
191118068,3,4,3,7,6,23
191118069,5,4,2,9,8,28
191118070,5,4,5,6,5,25
191118071,6,6,7,6,3,28
191118072,7,8,4,5,9,33
191118073,8,5,9,6,3,31
191118074,9,5,1,0,7,22
191118075,5,7,5,7,3,27
191118076,9,7,6,4,2,28
191118077,2,8,5,5,3,23
191118078,4,4,3,2,9,22
191118079,1,0,8,9,3,21
191118080,9,5,3,9,1,27
191118081,7,5,5,5,6,28
191118082,1,3,9,1,4,18
191118083,8,2,1,2,0,13
191118084,3,3,5,6,0,17
191118085,6,9,8,6,6,35
191118086,5,1,8,5,6,25
191118087,7,1,3,6,2,19
191118088,8,5,9,5,5,32
191118089,1,0,0,9,5,15
191118090,2,9,9,7,4,31
191118091,0,3,7,2,5,17
191118092,4,5,0,8,3,20
191118093,8,4,7,7,3,29
191118094,2,2,5,2,0,11
191118095,6,7,6,4,2,25
191118096,0,6,3,3,0,12
191118097,2,0,9,3,7,21
191118098,1,3,5,3,7,19
191118099,8,6,4,9,0,27
191118100,1,8,0,1,7,17
191118101,2,9,0,3,2,16
191118102,5,6,3,5,3,22
191118103,5,2,2,9,6,24
191118104,7,2,7,3,8,27
191118105,5,9,2,5,7,28
191118106,7,6,3,0,2,18
191118107,6,6,6,8,5,31
191118108,9,1,8,6,7,31
191118109,5,7,3,4,8,27
191118110,4,4,9,6,6,29
191118111,0,3,3,3,3,12
191118112,3,4,6,2,1,16
191118113,8,9,0,3,1,21
191118114,1,0,9,3,1,14
191118115,3,0,8,6,0,17
191118116,3,6,9,6,2,26
191118117,5,5,0,9,4,23
191118118,5,3,3,8,2,21
191118119,6,7,1,4,7,25
191118120,4,2,5,2,8,21
191118121,5,6,6,6,6,29
191118122,8,7,8,6,6,35
191118123,8,0,2,3,7,20
191118124,8,6,0,6,3,23
191118125,4,6,6,2,3,21
191118126,7,2,7,4,3,23
191118127,2,6,4,3,0,15
191118128,4,2,7,5,2,20
191118129,1,7,8,7,1,24
191118130,1,1,5,6,6,19
191118131,4,5,6,7,3,25
191118132,0,3,5,2,9,19
191118133,4,4,2,4,4,18
191118134,0,4,9,1,0,14
191118135,9,5,5,5,0,24
191118136,1,6,4,8,2,21
191118137,1,8,3,9,1,22
191118138,1,1,9,0,9,20
191118139,0,8,2,5,9,24
191118140,1,9,8,3,7,28
191118141,4,8,1,7,7,27
191118142,0,7,2,2,6,17
191118143,0,9,0,1,7,17
191118144,7,2,8,8,7,32
191118145,7,5,9,5,1,27
191118146,9,5,9,2,4,29
191118147,2,7,3,7,4,23
191118148,7,4,8,4,8,31
191118149,2,9,5,3,8,27
191118150,2,6,2,3,3,16
191118151,4,4,3,0,3,14
191118152,4,9,9,2,5,29
191118153,1,5,2,9,0,17
191118154,4,9,5,0,2,20
191118155,7,6,0,3,4,20
191118156,0,2,5,1,6,14
191118157,4,7,6,7,7,31
191118158,3,8,0,1,6,18
191118159,9,7,6,8,2,32
191118160,6,2,0,1,2,11
191118161,2,5,6,2,3,18
191118162,9,8,9,6,2,34
191118163,9,8,7,8,9,41
191118164,8,8,7,1,9,33
191118165,3,9,1,2,8,23
191118166,8,5,9,9,6,37
191118167,0,5,8,5,0,18
191118168,4,2,9,3,7,25
191118169,0,2,0,6,3,11
191118170,2,7,1,0,5,15
191118171,3,6,4,2,9,24
191118172,4,3,5,1,0,13
